time,rw,rx,ry,rz,ax,ay,az,gx,gy,gz,GPSTime,lat,latDir,long,longDir,gpsSpeed,gpsCount
70006430.0,0.2,-0.03,-0.08,-0.98,-0.16,0.37,0.14,-0.5,-0.19,-1.62,2426.5,0.0,N,0.0,E,0.0,0.0
70029667.0,0.2,-0.03,-0.08,-0.98,-0.55,0.23,-0.32,-0.31,-0.56,-1.69,2426.5,0.0,N,0.0,E,0.0,0.0
70056466.0,0.2,-0.03,-0.08,-0.98,-0.53,-0.23,-0.28,-0.31,-0.62,-1.5,2426.5,0.0,N,0.0,E,0.0,0.0
70082771.0,0.2,-0.03,-0.08,-0.98,-0.27,0.35,-0.35,-0.25,-0.69,-1.56,2426.5,0.0,N,0.0,E,0.0,0.0
70102543.0,0.2,-0.03,-0.08,-0.98,-0.27,0.35,-0.35,-0.25,-0.69,-1.56,2426.6,0.0,N,0.0,E,0.0,0.0
70129184.0,0.2,-0.03,-0.08,-0.98,-0.75,0.19,-0.2,0.06,-1.06,-1.62,2426.6,0.0,N,0.0,E,0.0,0.0
70154758.0,0.2,-0.03,-0.08,-0.98,-0.44,0.23,0.11,-0.06,-1.0,-1.56,2426.6,0.0,N,0.0,E,0.0,0.0
70179822.0,0.2,-0.03,-0.08,-0.98,-0.2,0.25,0.18,-0.06,-1.0,-1.81,2426.6,0.0,N,0.0,E,0.0,0.0
70199523.0,0.2,-0.03,-0.08,-0.98,-0.2,0.25,0.18,-0.06,-1.0,-1.81,2426.7,0.0,N,0.0,E,0.0,0.0
70224813.0,0.2,-0.03,-0.08,-0.98,-0.52,-0.27,-0.12,-0.06,-0.62,-1.75,2426.7,0.0,N,0.0,E,0.0,0.0
70249496.0,0.2,-0.03,-0.08,-0.98,-0.51,0.31,-0.31,-0.19,-1.19,-1.44,2426.7,0.0,N,0.0,E,0.0,0.0
70275308.0,0.2,-0.03,-0.08,-0.98,-0.24,0.38,0.37,-0.13,-1.56,-1.31,2426.7,0.0,N,0.0,E,0.0,0.0
70302976.0,0.2,-0.03,-0.08,-0.98,-0.24,0.38,0.37,-0.13,-1.56,-1.31,2426.8,0.0,N,0.0,E,0.0,0.0
70329297.0,0.2,-0.03,-0.08,-0.98,-0.06,0.16,-0.35,-0.37,-1.37,-0.5,2426.8,0.0,N,0.0,E,0.0,0.0
70362916.0,0.2,-0.03,-0.08,-0.98,0.8,0.15,-0.43,-0.37,-1.75,0.25,2426.8,0.0,N,0.0,E,0.0,0.0
70386697.0,0.2,-0.03,-0.08,-0.98,0.39,0.17,0.06,-0.44,-1.56,0.81,2426.8,0.0,N,0.0,E,0.0,0.0
70406373.0,0.2,-0.03,-0.08,-0.98,0.39,0.17,0.06,-0.44,-1.56,0.81,2426.9,0.0,N,0.0,E,0.0,0.0
70431770.0,0.2,-0.03,-0.08,-0.98,0.44,-0.24,-0.52,-0.25,-1.81,1.94,2426.9,0.0,N,0.0,E,0.0,0.0
70462914.0,0.2,-0.03,-0.08,-0.98,0.46,0.0,-0.16,-0.25,-2.31,2.75,2426.9,0.0,N,0.0,E,0.0,0.0
70491299.0,0.2,-0.03,-0.08,-0.98,0.91,0.12,-0.84,-0.25,-2.5,3.31,2426.9,0.0,N,0.0,E,0.0,0.0
70511327.0,0.2,-0.03,-0.08,-0.98,0.91,0.12,-0.84,-0.25,-2.5,3.31,2427.0,0.0,N,0.0,E,0.0,0.0
70534905.0,0.2,-0.03,-0.08,-0.98,1.07,-0.17,-0.8,-0.13,-2.0,4.06,2427.0,0.0,N,0.0,E,0.0,0.0
70561787.0,0.2,-0.03,-0.08,-0.98,0.98,0.22,-0.06,0.13,-1.69,4.31,2427.0,0.0,N,0.0,E,0.0,0.0
70589836.0,0.2,-0.03,-0.08,-0.98,1.38,0.12,-0.01,0.13,-0.94,4.69,2427.0,0.0,N,0.0,E,0.0,0.0
70609884.0,0.2,-0.03,-0.08,-0.98,1.38,0.12,-0.01,0.13,-0.94,4.69,2427.1,0.0,N,0.0,E,0.0,0.0
70635671.0,0.2,-0.03,-0.08,-0.97,1.12,-0.23,-0.28,0.0,-0.94,5.31,2427.1,0.0,N,0.0,E,0.0,0.0
70662159.0,0.21,-0.03,-0.08,-0.97,1.19,0.19,-0.2,0.31,-1.0,5.62,2427.1,0.0,N,0.0,E,0.0,0.0
70690297.0,0.21,-0.04,-0.09,-0.97,1.51,0.25,-0.25,0.31,-0.81,5.94,2427.1,0.0,N,0.0,E,0.0,0.0
70710264.0,0.21,-0.04,-0.09,-0.97,1.51,0.25,-0.25,0.31,-0.81,5.94,2427.2,0.0,N,0.0,E,0.0,0.0
70735328.0,0.21,-0.04,-0.09,-0.97,1.12,0.28,-0.18,0.37,-0.44,6.19,2427.2,0.0,N,0.0,E,0.0,0.0
70760577.0,0.21,-0.05,-0.09,-0.97,1.07,0.14,0.27,0.13,0.25,6.12,2427.2,0.0,N,0.0,E,0.0,0.0
70787020.0,0.21,-0.05,-0.09,-0.97,0.94,0.4,-0.39,0.37,0.37,6.44,2427.2,0.0,N,0.0,E,0.0,0.0
70806816.0,0.21,-0.05,-0.09,-0.97,0.94,0.4,-0.39,0.37,0.37,6.44,2427.3,0.0,N,0.0,E,0.0,0.0
70832765.0,0.21,-0.05,-0.09,-0.97,1.33,0.13,-0.43,0.0,0.25,6.56,2427.3,0.0,N,0.0,E,0.0,0.0
70864059.0,0.22,-0.05,-0.09,-0.97,0.95,0.11,-0.66,0.5,0.25,6.75,2427.3,0.0,N,0.0,E,0.0,0.0
70892249.0,0.22,-0.05,-0.09,-0.97,0.88,-0.05,-0.94,0.31,0.0,7.06,2427.3,0.0,N,0.0,E,0.0,0.0
70912022.0,0.22,-0.05,-0.09,-0.97,0.88,-0.05,-0.94,0.31,0.0,7.06,2427.4,0.0,N,0.0,E,0.0,0.0
70938399.0,0.22,-0.05,-0.09,-0.97,1.08,0.07,-0.45,0.69,1.06,7.0,2427.4,0.0,N,0.0,E,0.0,0.0
70965306.0,0.22,-0.05,-0.09,-0.97,0.87,0.14,-0.08,0.56,1.12,6.81,2427.4,0.0,N,0.0,E,0.0,0.0
70998067.0,0.22,-0.05,-0.09,-0.97,0.87,0.14,-0.08,0.56,1.12,6.81,2427.5,0.0,N,0.0,E,0.0,0.0
71032398.0,0.23,-0.05,-0.09,-0.97,-0.27,0.17,-0.33,0.37,1.19,5.69,2427.5,0.0,N,0.0,E,0.0,0.0
71058572.0,0.23,-0.05,-0.09,-0.97,-0.16,0.3,-0.21,0.19,0.56,5.12,2427.5,0.0,N,0.0,E,0.0,0.0
71088948.0,0.23,-0.05,-0.09,-0.97,0.13,0.18,-0.03,-0.06,1.31,4.44,2427.5,0.0,N,0.0,E,0.0,0.0
71113204.0,0.23,-0.05,-0.09,-0.97,0.13,0.18,-0.03,-0.06,1.31,4.44,2427.6,0.0,N,0.0,E,0.0,0.0
71140732.0,0.23,-0.05,-0.09,-0.97,-0.33,-0.06,-0.38,-0.19,1.69,3.0,2427.6,0.0,N,0.0,E,0.0,0.0
71167759.0,0.23,-0.05,-0.09,-0.97,0.14,0.06,-0.24,-0.37,2.0,2.56,2427.6,0.0,N,0.0,E,0.0,0.0
71199079.0,0.23,-0.05,-0.09,-0.97,0.14,0.06,-0.24,-0.37,2.0,2.56,2427.7,0.0,N,0.0,E,0.0,0.0
71229480.0,0.23,-0.05,-0.09,-0.97,-0.84,0.22,-0.28,-0.5,2.12,0.37,2427.7,0.0,N,0.0,E,0.0,0.0
71258759.0,0.23,-0.05,-0.09,-0.97,-1.21,0.14,-0.05,-0.37,2.31,-0.5,2427.7,0.0,N,0.0,E,0.0,0.0
71282788.0,0.23,-0.05,-0.09,-0.97,-1.53,0.26,0.16,-0.37,2.69,-1.62,2427.7,0.0,N,0.0,E,0.0,0.0
71304461.0,0.23,-0.05,-0.09,-0.97,-1.53,0.26,0.16,-0.37,2.69,-1.62,2427.8,0.0,N,0.0,E,0.0,0.0
71330530.0,0.23,-0.05,-0.09,-0.97,-1.78,0.18,-0.2,-0.44,2.44,-2.75,2427.8,0.0,N,0.0,E,0.0,0.0
71359218.0,0.23,-0.05,-0.09,-0.97,-1.79,-0.04,0.09,-0.62,2.56,-3.87,2427.8,0.0,N,0.0,E,0.0,0.0
71383540.0,0.23,-0.04,-0.09,-0.97,-2.17,0.32,-0.45,-0.62,2.37,-4.62,2427.8,0.0,N,0.0,E,0.0,0.0
71403478.0,0.23,-0.04,-0.09,-0.97,-2.17,0.32,-0.45,-0.62,2.37,-4.62,2427.9,0.0,N,0.0,E,0.0,0.0
71429684.0,0.23,-0.04,-0.09,-0.97,-2.28,-0.15,0.17,-0.75,1.75,-5.56,2427.9,0.0,N,0.0,E,0.0,0.0
71455383.0,0.22,-0.04,-0.09,-0.97,-2.4,0.19,-0.32,-0.62,1.19,-6.19,2427.9,0.0,N,0.0,E,0.0,0.0
71481387.0,0.22,-0.03,-0.09,-0.97,-1.89,0.02,-0.34,-0.5,1.06,-6.62,2427.9,0.0,N,0.0,E,0.0,0.0
71505432.0,0.22,-0.03,-0.09,-0.97,-1.89,0.02,-0.34,-0.5,1.06,-6.62,2428.0,0.0,N,0.0,E,0.0,0.0
71531673.0,0.22,-0.02,-0.08,-0.97,-1.91,-0.05,-0.48,-0.19,0.88,-7.5,2428.0,0.0,N,0.0,E,0.0,0.0
71559761.0,0.22,-0.02,-0.08,-0.97,-1.9,-0.1,-0.11,0.13,0.81,-7.81,2428.0,0.0,N,0.0,E,0.0,0.0
71584741.0,0.22,-0.01,-0.08,-0.97,-2.15,-0.02,-0.16,0.25,0.25,-8.13,2428.0,0.0,N,0.0,E,0.0,0.0
71612296.0,0.22,-0.01,-0.08,-0.97,-2.15,-0.02,-0.16,0.25,0.25,-8.13,2428.1,0.0,N,0.0,E,0.0,0.0
71636045.0,0.21,-0.01,-0.08,-0.97,-2.28,0.19,-0.43,0.88,-0.56,-8.69,2428.1,0.0,N,0.0,E,0.0,0.0
71659648.0,0.21,-0.01,-0.08,-0.97,-2.55,0.02,0.14,0.69,-1.06,-8.88,2428.1,0.0,N,0.0,E,0.0,0.0
71689942.0,0.21,-0.01,-0.08,-0.97,-2.28,0.34,-0.33,0.69,-0.94,-9.38,2428.1,0.0,N,0.0,E,0.0,0.0
71710042.0,0.21,-0.01,-0.08,-0.97,-2.28,0.34,-0.33,0.69,-0.94,-9.38,2428.2,0.0,N,0.0,E,0.0,0.0
71735461.0,0.2,-0.0,-0.08,-0.98,-2.2,0.19,-0.31,0.19,-0.56,-10.25,2428.2,0.0,N,0.0,E,0.0,0.0
71761124.0,0.2,-0.0,-0.08,-0.98,-2.12,0.36,0.04,0.13,-0.81,-10.31,2428.2,0.0,N,0.0,E,0.0,0.0
71786604.0,0.2,0.01,-0.08,-0.98,-1.93,0.06,-0.06,-0.19,-1.06,-10.56,2428.2,0.0,N,0.0,E,0.0,0.0
71806472.0,0.2,0.01,-0.08,-0.98,-1.93,0.06,-0.06,-0.19,-1.06,-10.56,2428.3,0.0,N,0.0,E,0.0,0.0
71830818.0,0.19,0.01,-0.08,-0.98,-2.24,0.0,-0.24,-0.13,-1.56,-11.0,2428.3,0.0,N,0.0,E,0.0,0.0
71854749.0,0.19,0.01,-0.08,-0.98,-1.98,0.13,0.21,-0.62,-1.81,-11.19,2428.3,0.0,N,0.0,E,0.0,0.0
71879014.0,0.19,0.01,-0.08,-0.98,-1.94,0.18,0.13,-0.88,-1.75,-11.56,2428.3,0.0,N,0.0,E,0.0,0.0
71898684.0,0.19,0.01,-0.08,-0.98,-1.94,0.18,0.13,-0.88,-1.75,-11.56,2428.4,0.0,N,0.0,E,0.0,0.0
71926931.0,0.18,0.01,-0.08,-0.98,-2.31,-0.01,0.08,-0.94,-1.5,-12.06,2428.4,0.0,N,0.0,E,0.0,0.0
71950777.0,0.18,0.01,-0.08,-0.98,-2.14,-0.05,-0.49,-0.88,-1.81,-11.81,2428.4,0.0,N,0.0,E,0.0,0.0
71977229.0,0.18,0.01,-0.08,-0.98,-1.82,0.03,0.36,-0.88,-2.25,-12.0,2428.4,0.0,N,0.0,E,0.0,0.0
71998108.0,0.18,0.01,-0.08,-0.98,-1.82,0.03,0.36,-0.88,-2.25,-12.0,2428.5,0.0,N,0.0,E,0.0,0.0
72022071.0,0.17,0.02,-0.08,-0.98,-2.1,0.06,-0.2,-1.06,-2.19,-12.06,2428.5,0.0,N,0.0,E,0.0,0.0
72048675.0,0.17,0.02,-0.08,-0.98,-2.92,-0.8,-1.83,-1.12,-2.94,-12.13,2428.5,0.0,N,0.0,E,0.0,0.0
72080201.0,0.17,0.02,-0.08,-0.98,-2.25,1.22,-0.32,-1.06,-4.37,-11.75,2428.5,0.0,N,0.0,E,0.0,0.0
72104077.0,0.17,0.02,-0.08,-0.98,-2.25,1.22,-0.32,-1.06,-4.37,-11.75,2428.6,0.0,N,0.0,E,0.0,0.0
72129831.0,0.16,0.01,-0.08,-0.98,-1.25,0.26,-1.94,-0.31,-4.56,-11.06,2428.6,0.0,N,0.0,E,0.0,0.0
72153647.0,0.16,0.01,-0.08,-0.98,-1.25,-1.42,-0.57,0.06,-4.75,-10.81,2428.6,0.0,N,0.0,E,0.0,0.0
72179992.0,0.16,0.01,-0.08,-0.98,-1.42,0.63,-0.68,1.69,-4.37,-10.75,2428.6,0.0,N,0.0,E,0.0,0.0
72199849.0,0.16,0.01,-0.08,-0.98,-1.42,0.63,-0.68,1.69,-4.37,-10.75,2428.7,0.0,N,0.0,E,0.0,0.0
72227270.0,0.16,0.01,-0.08,-0.98,-1.79,-0.03,-0.1,2.12,-5.44,-9.81,2428.7,0.0,N,0.0,E,0.0,0.0
72255121.0,0.15,0.01,-0.08,-0.98,-1.27,0.17,0.08,2.25,-5.62,-9.38,2428.7,0.0,N,0.0,E,0.0,0.0
72281253.0,0.15,0.01,-0.08,-0.99,-1.06,-0.51,0.34,2.56,-6.06,-8.81,2428.7,0.0,N,0.0,E,0.0,0.0
72301200.0,0.15,0.01,-0.08,-0.99,-1.06,-0.51,0.34,2.56,-6.06,-8.81,2428.8,0.0,N,0.0,E,0.0,0.0
72331927.0,0.15,0.01,-0.08,-0.99,-0.81,-0.38,0.98,1.56,-6.87,-7.37,2428.8,0.0,N,0.0,E,0.0,0.0
72356198.0,0.15,0.01,-0.08,-0.99,-0.55,0.1,-0.5,1.06,-6.31,-6.44,2428.8,0.0,N,0.0,E,0.0,0.0
72382363.0,0.14,0.0,-0.08,-0.99,-0.61,0.2,-0.18,0.25,-5.5,-6.12,2428.8,0.0,N,0.0,E,0.0,0.0
72404215.0,0.14,0.0,-0.08,-0.99,-0.61,0.2,-0.18,0.25,-5.5,-6.12,2428.9,0.0,N,0.0,E,0.0,0.0
72429965.0,0.14,0.0,-0.08,-0.99,-0.42,0.0,-0.58,-0.69,-5.75,-4.75,2428.9,0.0,N,0.0,E,0.0,0.0
72458020.0,0.14,0.0,-0.08,-0.99,0.22,0.28,-0.04,-1.19,-6.31,-3.75,2428.9,0.0,N,0.0,E,0.0,0.0
72484001.0,0.14,-0.0,-0.08,-0.99,0.19,-0.08,-0.09,-1.56,-6.19,-2.81,2428.9,0.0,N,0.0,E,0.0,0.0
72503753.0,0.14,-0.0,-0.08,-0.99,0.19,-0.08,-0.09,-1.56,-6.19,-2.81,2429.0,0.0,N,0.0,E,0.0,0.0
72532112.0,0.14,-0.0,-0.08,-0.99,0.67,0.17,-0.26,-1.81,-6.25,-1.69,2429.0,0.0,N,0.0,E,0.0,0.0
72560179.0,0.14,-0.0,-0.08,-0.99,0.99,-0.09,0.1,-1.94,-5.5,-0.94,2429.0,0.0,N,0.0,E,0.0,0.0
72585444.0,0.14,-0.01,-0.08,-0.99,1.02,-0.13,-0.4,-1.44,-4.62,-0.31,2429.0,0.0,N,0.0,E,0.0,0.0
72605348.0,0.14,-0.01,-0.08,-0.99,1.02,-0.13,-0.4,-1.44,-4.62,-0.31,2429.1,0.0,N,0.0,E,0.0,0.0
72630158.0,0.14,-0.01,-0.08,-0.99,1.23,-0.4,-0.23,-1.12,-4.25,0.44,2429.1,0.0,N,0.0,E,0.0,0.0
72656059.0,0.14,-0.01,-0.08,-0.99,1.39,0.03,0.0,-0.88,-4.12,1.19,2429.1,0.0,N,0.0,E,0.0,0.0
72682213.0,0.14,-0.01,-0.08,-0.99,1.65,-0.05,0.04,-0.25,-3.56,1.56,2429.1,0.0,N,0.0,E,0.0,0.0
72704016.0,0.14,-0.01,-0.08,-0.99,1.65,-0.05,0.04,-0.25,-3.56,1.56,2429.2,0.0,N,0.0,E,0.0,0.0
72727939.0,0.14,-0.01,-0.08,-0.99,1.79,-0.31,-0.32,0.44,-2.81,2.62,2429.2,0.0,N,0.0,E,0.0,0.0
72757556.0,0.14,-0.01,-0.08,-0.99,1.51,-0.13,-0.04,0.56,-1.94,2.87,2429.2,0.0,N,0.0,E,0.0,0.0
72784161.0,0.14,-0.01,-0.08,-0.99,1.62,-0.14,0.17,0.62,-1.87,3.19,2429.2,0.0,N,0.0,E,0.0,0.0
72808132.0,0.14,-0.01,-0.08,-0.99,1.62,-0.14,0.17,0.62,-1.87,3.19,2429.3,0.0,N,0.0,E,0.0,0.0
72831394.0,0.14,-0.02,-0.08,-0.99,1.36,-0.18,-0.04,0.75,-1.94,4.31,2429.3,0.0,N,0.0,E,0.0,0.0
72863045.0,0.14,-0.02,-0.09,-0.99,1.94,0.01,-0.24,0.88,-1.56,5.0,2429.3,0.0,N,0.0,E,0.0,0.0
72925222.0,0.14,-0.02,-0.09,-0.99,1.94,0.01,-0.24,0.88,-1.56,5.0,2429.4,0.0,N,0.0,E,0.0,0.0
72970698.0,0.15,-0.02,-0.09,-0.98,1.67,0.37,0.26,-0.31,-0.31,6.25,2429.4,0.0,N,0.0,E,0.0,0.0
73031200.0,0.15,-0.02,-0.09,-0.98,1.67,0.37,0.26,-0.31,-0.31,6.25,2429.5,0.0,N,0.0,E,0.0,0.0
73091653.0,0.16,-0.03,-0.08,-0.98,1.92,-0.7,-2.57,-0.88,0.69,7.31,2429.5,0.0,N,0.0,E,0.0,0.0
73141653.0,0.16,-0.03,-0.08,-0.98,1.92,-0.7,-2.57,-0.88,0.69,7.31,2429.6,0.0,N,0.0,E,0.0,0.0
73167248.0,0.16,-0.02,-0.08,-0.98,1.95,-0.64,-0.38,0.81,1.69,7.37,2429.6,0.0,N,0.0,E,0.0,0.0
73192334.0,0.16,-0.02,-0.08,-0.98,1.57,-0.02,-0.61,1.69,1.0,7.56,2429.6,0.0,N,0.0,E,0.0,0.0
73212223.0,0.16,-0.02,-0.08,-0.98,1.57,-0.02,-0.61,1.69,1.0,7.56,2429.7,0.0,N,0.0,E,0.0,0.0
73237109.0,0.17,-0.02,-0.09,-0.98,1.8,0.22,-0.04,2.87,1.06,7.44,2429.7,0.0,N,0.0,E,0.0,0.0
73264912.0,0.17,-0.02,-0.09,-0.98,1.47,-0.13,-0.21,2.75,1.44,7.5,2429.7,0.0,N,0.0,E,0.0,0.0
73291808.0,0.17,-0.02,-0.09,-0.98,1.69,0.46,-0.01,3.12,1.87,6.94,2429.7,0.0,N,0.0,E,0.0,0.0
73313596.0,0.17,-0.02,-0.09,-0.98,1.69,0.46,-0.01,3.12,1.87,6.94,2429.8,0.0,N,0.0,E,0.0,0.0
73339030.0,0.17,-0.02,-0.09,-0.98,1.51,0.77,-0.19,2.37,3.19,6.12,2429.8,0.0,N,0.0,E,0.0,0.0
73366918.0,0.17,-0.02,-0.09,-0.98,0.94,0.95,-0.45,1.25,4.0,5.37,2429.8,0.0,N,0.0,E,0.0,0.0
73393406.0,0.17,-0.02,-0.09,-0.98,0.94,-0.25,0.26,0.13,3.94,5.12,2429.8,0.0,N,0.0,E,0.0,0.0
73413296.0,0.17,-0.02,-0.09,-0.98,0.94,-0.25,0.26,0.13,3.94,5.12,2429.9,0.0,N,0.0,E,0.0,0.0
73436899.0,0.18,-0.02,-0.09,-0.98,0.57,-0.3,0.76,-1.06,3.81,3.62,2429.9,0.0,N,0.0,E,0.0,0.0
73464765.0,0.18,-0.02,-0.09,-0.98,0.46,0.53,-0.47,-1.31,3.44,3.12,2429.9,0.0,N,0.0,E,0.0,0.0
73494795.0,0.18,-0.02,-0.09,-0.98,-0.07,0.24,0.44,-1.44,3.12,2.5,2429.9,0.0,N,0.0,E,0.0,0.0
73517183.0,0.18,-0.02,-0.09,-0.98,-0.07,0.24,0.44,-1.44,3.12,2.5,2430.0,0.0,N,0.0,E,0.0,0.0
73543533.0,0.18,-0.02,-0.08,-0.98,0.04,-0.36,-0.64,-1.87,3.31,1.44,2430.0,0.0,N,0.0,E,0.0,0.0
73571610.0,0.18,-0.02,-0.08,-0.98,0.08,-0.08,-0.01,-1.5,3.25,0.5,2430.0,0.0,N,0.0,E,0.0,0.0
73598274.0,0.18,-0.02,-0.08,-0.98,0.08,-0.08,-0.01,-1.5,3.25,0.5,2430.1,0.0,N,0.0,E,0.0,0.0
73623423.0,0.18,-0.02,-0.08,-0.98,-0.31,-0.13,0.31,-0.88,3.56,-0.81,2430.1,0.0,N,0.0,E,0.0,0.0
73647937.0,0.18,-0.01,-0.08,-0.98,-0.62,-0.12,-0.33,-0.56,3.94,-1.56,2430.1,0.0,N,0.0,E,0.0,0.0
73671694.0,0.18,-0.01,-0.08,-0.98,-0.98,-0.05,-0.3,-0.19,4.0,-2.06,2430.1,0.0,N,0.0,E,0.0,0.0
73698273.0,0.18,-0.01,-0.08,-0.98,-0.98,-0.05,-0.3,-0.19,4.0,-2.06,2430.2,0.0,N,0.0,E,0.0,0.0
73721541.0,0.18,-0.01,-0.08,-0.98,-1.49,0.05,-0.07,0.44,3.31,-3.5,2430.2,0.0,N,0.0,E,0.0,0.0
73747536.0,0.18,-0.01,-0.08,-0.98,-1.96,-0.25,-0.23,0.69,2.31,-4.12,2430.2,0.0,N,0.0,E,0.0,0.0
73771353.0,0.17,-0.01,-0.08,-0.98,-2.01,-0.26,-0.03,0.5,1.75,-4.69,2430.2,0.0,N,0.0,E,0.0,0.0
73798302.0,0.17,-0.01,-0.08,-0.98,-2.01,-0.26,-0.03,0.5,1.75,-4.69,2430.3,0.0,N,0.0,E,0.0,0.0
73821530.0,0.17,-0.01,-0.08,-0.98,-1.97,0.02,0.19,0.62,1.19,-5.69,2430.3,0.0,N,0.0,E,0.0,0.0
73848035.0,0.17,-0.01,-0.08,-0.98,-1.94,0.05,-0.44,0.75,1.25,-6.12,2430.3,0.0,N,0.0,E,0.0,0.0
